entry_time,exit_time,direction,entry,exit,stop_loss,take_profit,outcome,result,balance,signal_score,h4_uptrend,h4_downtrend,bullish_sweep,bearish_sweep,bullish_break_retest,bearish_break_retest,bullish_engulfing,bearish_engulfing,bullish_382_candle,bearish_382_candle
2026-06-01 13:55:00+00:00,2026-06-01 16:10:00+00:00,SHORT,71476.75,70598.125,71916.0625,70598.125,WIN,27.13033660912845,1383.647167065551,90,False,True,False,False,False,True,False,True,False,True
2026-06-01 19:50:00+00:00,2026-06-01 20:20:00+00:00,SHORT,71421.65625,71571.640625,71571.640625,71121.6875,LOSS,-13.836471670655511,1369.8106953948954,100,False,True,False,False,False,False,False,True,False,False
2026-06-02 00:35:00+00:00,2026-06-02 02:00:00+00:00,SHORT,71146.5234375,70468.7890625,71485.390625,70468.7890625,WIN,27.39621390789791,1397.2069093027933,80,False,True,False,False,False,False,False,False,False,True
2026-06-02 05:30:00+00:00,2026-06-02 09:00:00+00:00,SHORT,70494.0234375,69605.5703125,70938.25,69605.5703125,WIN,27.944138186055866,1425.1510474888491,90,False,True,False,False,False,True,False,True,False,False
2026-06-02 10:25:00+00:00,2026-06-02 12:35:00+00:00,SHORT,69425.6875,69009.90625,69633.578125,69009.90625,WIN,28.50302094977698,1453.6540684386262,100,False,True,False,False,False,False,False,True,False,False
2026-06-02 13:50:00+00:00,2026-06-02 14:10:00+00:00,SHORT,68760.609375,68291.828125,68995.0,68291.828125,WIN,29.073081368772524,1482.7271498073987,90,False,True,False,False,False,True,False,True,False,False
2026-06-02 19:05:00+00:00,2026-06-02 19:30:00+00:00,SHORT,67162.296875,66408.578125,67539.15625,66408.578125,WIN,29.654542996147974,1512.3816928035467,80,False,True,False,False,False,False,False,False,False,True
2026-06-03 00:00:00+00:00,2026-06-03 00:15:00+00:00,SHORT,66658.0,66868.5360083987,66868.5360083987,66236.9279832026,LOSS,-15.123816928035467,1497.2578758755112,80,False,True,False,False,False,False,False,False,False,True
2026-06-03 02:15:00+00:00,2026-06-03 03:05:00+00:00,SHORT,66731.2109375,66345.6171875,66924.0078125,66345.6171875,WIN,29.945157517510225,1527.2030333930215,100,False,True,False,False,False,False,False,True,False,False
2026-06-03 03:20:00+00:00,2026-06-03 03:50:00+00:00,SHORT,66312.21875,65415.53125,66760.5625,65415.53125,WIN,30.544060667860432,1557.7470940608819,90,False,True,False,False,False,True,False,True,False,True
2026-06-03 04:55:00+00:00,2026-06-03 05:00:00+00:00,SHORT,66223.328125,66523.0,66523.0,65623.984375,LOSS,-15.57747094060882,1542.169623120273,100,False,True,False,False,False,False,False,True,False,False
2026-06-03 08:40:00+00:00,2026-06-03 09:50:00+00:00,SHORT,66875.3125,67132.2578125,67132.2578125,66361.421875,LOSS,-15.42169623120273,1526.7479268890702,80,False,True,False,False,False,True,False,True,False,False
2026-06-03 12:40:00+00:00,2026-06-03 13:00:00+00:00,SHORT,66754.59375,67059.7265625,67059.7265625,66144.328125,LOSS,-15.267479268890702,1511.4804476201796,100,False,True,False,False,False,False,False,True,False,False
2026-06-03 14:45:00+00:00,2026-06-03 15:20:00+00:00,SHORT,66639.2890625,66177.7734375,66870.046875,66177.7734375,WIN,30.22960895240359,1541.7100565725832,100,False,True,False,False,False,False,False,True,False,False
2026-06-03 18:35:00+00:00,2026-06-03 20:40:00+00:00,SHORT,65770.890625,65141.890625,66085.390625,65141.890625,WIN,30.834201131451664,1572.5442577040349,100,False,True,False,False,False,False,False,True,False,True
2026-06-04 00:20:00+00:00,2026-06-04 00:25:00+00:00,SHORT,64171.25,63782.33777478748,64365.70611260626,63782.33777478748,WIN,31.450885154080698,1603.9951428581155,85,False,True,False,True,False,False,False,True,False,True
2026-06-04 07:50:00+00:00,2026-06-04 08:00:00+00:00,SHORT,63823.51171875,63486.964158618066,63991.78549881597,63486.964158618066,WIN,32.07990285716231,1636.0750457152778,100,False,True,False,False,False,False,False,True,False,False
2026-06-04 08:10:00+00:00,2026-06-04 10:25:00+00:00,SHORT,63470.05859375,62507.85546875,63951.16015625,62507.85546875,WIN,32.72150091430556,1668.7965466295834,100,False,True,False,False,False,False,False,True,False,False
2026-06-04 10:45:00+00:00,2026-06-04 12:20:00+00:00,SHORT,62642.05859375,63180.0,63180.0,61566.17578125,LOSS,-16.687965466295836,1652.1085811632877,90,False,True,False,False,False,True,False,True,False,False
2026-06-04 21:30:00+00:00,2026-06-04 23:50:00+00:00,SHORT,63453.12109375,63803.23828125,63803.23828125,62752.88671875,LOSS,-16.521085811632876,1635.5874953516548,80,False,True,False,False,False,False,False,False,False,True
2026-06-05 01:40:00+00:00,2026-06-05 02:20:00+00:00,SHORT,63219.140625,62709.3984375,63474.01171875,62709.3984375,WIN,32.711749907033095,1668.2992452586877,100,False,True,False,False,False,False,False,True,False,True
2026-06-05 04:00:00+00:00,2026-06-05 04:05:00+00:00,SHORT,62662.890625,62844.53825894648,62844.53825894648,62299.59535710704,LOSS,-16.682992452586877,1651.6162528061009,80,False,True,False,False,False,False,False,False,False,True
2026-06-05 08:55:00+00:00,2026-06-05 09:10:00+00:00,SHORT,62321.8203125,62852.62109375,62852.62109375,61260.21875,LOSS,-16.51616252806101,1635.10009027804,80,False,True,False,False,False,True,False,True,False,False
2026-06-05 11:35:00+00:00,2026-06-05 12:00:00+00:00,SHORT,62289.8984375,61783.078125,62543.30859375,61783.078125,WIN,32.7020018055608,1667.8020920836007,90,False,True,False,False,False,True,False,True,False,False
2026-06-05 12:30:00+00:00,2026-06-05 12:30:00+00:00,SHORT,62310.37890625,61831.513499433175,62549.81160965841,61831.513499433175,WIN,33.35604184167202,1701.1581339252728,100,False,True,False,False,False,False,False,True,False,False
2026-06-05 13:10:00+00:00,2026-06-05 13:55:00+00:00,SHORT,61912.05078125,60978.26953125,62378.94140625,60978.26953125,WIN,34.02316267850546,1735.1812966037783,80,False,True,False,False,False,False,False,False,False,True
2026-06-05 15:30:00+00:00,2026-06-05 16:10:00+00:00,SHORT,60709.8984375,59869.6171875,61130.0390625,59869.6171875,WIN,34.70362593207557,1769.8849225358538,115,False,True,False,True,False,False,False,True,False,True
2026-06-05 17:45:00+00:00,2026-06-05 18:50:00+00:00,SHORT,60716.7109375,59231.875,61459.12890625,59231.875,WIN,35.39769845071708,1805.282620986571,95,False,True,False,True,False,True,False,True,False,True
2026-06-06 03:50:00+00:00,2026-06-06 04:15:00+00:00,SHORT,60629.1015625,60063.328125,60911.98828125,60063.328125,WIN,36.10565241973142,1841.3882734063022,90,False,True,False,False,False,True,False,True,False,False
2026-06-06 05:15:00+00:00,2026-06-06 05:20:00+00:00,SHORT,59839.98046875,60254.83984375,60254.83984375,59010.26171875,LOSS,-18.413882734063023,1822.9743906722392,115,False,True,False,True,False,False,False,True,False,False
2026-06-06 16:20:00+00:00,2026-06-06 18:15:00+00:00,SHORT,60750.01171875,60386.99609375,60931.51953125,60386.99609375,WIN,36.45948781344479,1859.433878485684,80,False,True,False,False,False,False,False,False,False,True
2026-06-06 19:05:00+00:00,2026-06-06 19:05:00+00:00,SHORT,60538.44921875,60710.0703125,60710.0703125,60195.20703125,LOSS,-18.59433878485684,1840.8395397008273,100,False,True,False,False,False,False,False,True,False,False
2026-06-06 20:15:00+00:00,2026-06-06 20:30:00+00:00,SHORT,60520.80078125,60656.87890625,60656.87890625,60248.64453125,LOSS,-18.408395397008274,1822.431144303819,80,False,True,False,False,False,False,False,False,False,True
2026-06-06 23:00:00+00:00,2026-06-07 01:00:00+00:00,SHORT,60518.26953125,60971.828125,60971.828125,59611.15234375,LOSS,-18.224311443038193,1804.2068328607809,100,False,True,False,False,False,False,False,True,False,False
2026-06-09 01:40:00+00:00,2026-06-09 04:30:00+00:00,SHORT,62769.609375,63145.98828125,63145.98828125,62016.8515625,LOSS,-18.042068328607808,1786.164764532173,100,False,True,False,False,False,False,False,True,False,False
2026-06-09 08:50:00+00:00,2026-06-09 09:35:00+00:00,SHORT,62846.8515625,62580.7578125,62979.8984375,62580.7578125,WIN,35.72329529064346,1821.8880598228163,90,False,True,False,False,False,True,False,True,False,False
2026-06-09 11:05:00+00:00,2026-06-09 12:00:00+00:00,SHORT,62584.609375,62789.671875,62789.671875,62174.484375,LOSS,-18.218880598228164,1803.669179224588,100,False,True,False,False,False,False,False,True,False,False
2026-06-09 13:05:00+00:00,2026-06-09 14:15:00+00:00,SHORT,62550.0,61934.0,62858.0,61934.0,WIN,36.073383584491765,1839.7425628090798,100,False,True,False,False,False,False,False,True,False,False
2026-06-09 16:40:00+00:00,2026-06-09 17:15:00+00:00,SHORT,60754.25,61658.6484375,61658.6484375,58945.453125,LOSS,-18.397425628090797,1821.345137180989,100,False,True,False,False,False,False,False,True,False,True
2026-06-10 00:35:00+00:00,2026-06-10 00:55:00+00:00,SHORT,61569.73046875,61851.0390625,61851.0390625,61007.11328125,LOSS,-18.213451371809892,1803.131685809179,115,False,True,False,True,False,False,False,True,False,False
2026-06-10 02:05:00+00:00,2026-06-10 02:30:00+00:00,SHORT,61663.078125,61280.5546875,61854.33984375,61280.5546875,WIN,36.06263371618358,1839.1943195253627,95,False,True,False,True,False,False,False,False,False,True
2026-06-10 08:35:00+00:00,2026-06-10 12:30:00+00:00,SHORT,61333.0,61684.87890625,61684.87890625,60629.2421875,LOSS,-18.391943195253628,1820.8023763301092,80,False,True,False,False,False,True,False,True,False,False
2026-06-10 23:00:00+00:00,2026-06-10 23:25:00+00:00,SHORT,61252.83984375,61511.3203125,61511.3203125,60735.87890625,LOSS,-18.208023763301092,1802.594352566808,100,False,True,False,False,False,False,False,True,False,False
2026-06-14 01:50:00+00:00,2026-06-14 02:45:00+00:00,LONG,64592.51171875,64475.76171875,64475.76171875,64826.01171875,LOSS,-18.02594352566808,1784.56840904114,120,True,False,False,False,True,False,True,False,False,False
2026-06-14 10:20:00+00:00,2026-06-14 10:35:00+00:00,LONG,64513.62890625,64621.16796875,64459.859375,64621.16796875,WIN,35.6913681808228,1820.2597772219628,90,True,False,False,False,True,False,True,False,False,False
2026-06-15 03:10:00+00:00,2026-06-15 03:40:00+00:00,LONG,65541.921875,65874.765625,65375.5,65874.765625,WIN,36.40519554443926,1856.6649727664021,80,True,False,False,False,False,False,False,False,True,False
2026-06-15 06:25:00+00:00,2026-06-15 07:00:00+00:00,LONG,65902.0,65661.9921875,65661.9921875,66382.015625,LOSS,-18.56664972766402,1838.098323038738,90,True,False,False,False,True,False,True,False,False,False
2026-06-15 14:30:00+00:00,2026-06-15 15:45:00+00:00,LONG,66504.0234375,67013.6953125,66249.1875,67013.6953125,WIN,36.761966460774765,1874.8602894995129,100,True,False,False,False,False,False,True,False,False,False
2026-06-15 18:50:00+00:00,2026-06-15 19:00:00+00:00,LONG,66865.71875,66703.25,66703.25,67190.65625,LOSS,-18.74860289499513,1856.1116866045177,100,True,False,False,False,False,False,True,False,False,False
2026-06-15 19:10:00+00:00,2026-06-15 19:15:00+00:00,LONG,66836.828125,66703.25,66703.25,67103.984375,LOSS,-18.56111686604518,1837.5505697384724,80,True,False,False,False,False,False,False,False,True,False
